round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,log_loss,Best_F1
0,0.761288306377437,0.08689441346712329,0.44999115136319656,0.15199389186093673,0.5226408766980322,0.12452012037321468,,
1,0.6733340603679596,0.07053987022911157,0.44999115136319656,0.15199389186093673,0.5380338864724913,0.12862720488287843,0.49490973266023486,
2,0.6251834931546477,0.05978624156272562,0.3978668595497989,0.15978488845811933,0.5102727650414073,0.12733532800514918,0.4955632130028861,
3,0.609600362338437,0.05629282600759008,0.461775643754061,0.1595471204527009,0.5380338864724913,0.12862720488287843,0.49551736623379344,
4,0.593560852737803,0.05411553577824864,0.461775643754061,0.1595471204527009,0.5226408766980322,0.12452012037321468,0.4957629361713802,
