seed,auc_test_mean,auc_test_std,num_train
42,0.4800696875377813,0.08879869089176808,
123,0.5283995162523857,0.09320417959123584,
456,0.5465567243541848,0.0918207383130737,
789,0.6604864813446829,0.08485478828067144,
1011,0.43837011876866233,0.08693394269322505,
full_data,0.5795390138859782,0.0931396039017416,193.0
