seed,num_train,auc_test_mean,auc_test_std
42,124,0.5762781323271796,0.1647405774776499
123,124,0.45818402874927827,0.1258606990460884
456,124,0.7541555486837134,0.09665253627357945
789,124,0.26263059384964305,0.10670713755218608
1011,124,0.20150573349109543,0.11524415626527211
full_data,124,0.5369724754621149,0.13505858925567396
