round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.920061705039975,0.028964865204831255,0.4934965269286483,0.1012487287385774,0.43925181026484933,0.18604774461555418
1,0.9199067946551833,0.026321461116542922,0.5112066607974667,0.1023471691396183,0.5217266156333358,0.21237225968178222
2,0.9338322884916045,0.02110291513575148,0.5687888014267733,0.10024663053882002,0.4763101714957282,0.20729911475333127
3,0.8218649755216684,0.038415011793904934,0.5891492045754455,0.10022855894286306,0.6795888024824835,0.17763707559577824
4,0.8625936952797908,0.03066169921643068,0.5587688484819184,0.10118106311264169,0.6101105987515215,0.18608353809018646
5,0.8533822682021615,0.029476295635928747,0.4871425291026372,0.10190284259221204,0.6671540957649283,0.18983290588820212
6,0.7897355666623377,0.03567446788454524,0.4702049541215475,0.10320929168928131,0.7593722002949685,0.15963153514459055
7,0.8047359559243391,0.03388799323189802,0.5837123411378633,0.09898499480277512,0.7633380661464914,0.17217810083439117
8,0.8234111472132681,0.029645314476402285,0.3030481923470428,0.09430338277311423,0.7839014156466514,0.14550523811745197
9,0.7938268657166211,0.033653621786779254,0.49263898243034315,0.10697547752264776,0.7360532897393479,0.16770618150008873
10,0.8016844753165527,0.031068927222156213,0.42601743943199355,0.0989219936310122,0.7854755102247579,0.169297720400826
11,0.7780908166408705,0.03164514365810791,0.4431964257985532,0.10558209994664974,0.7382153314199453,0.16619436405061963
12,0.7963397005246542,0.028698865182372947,0.47799737705662704,0.10210799048218133,0.8049808878294336,0.1578927639935208
13,0.7833775943027589,0.02988927171162406,0.499695683806992,0.10363672469652944,0.8071288540947518,0.16658613498215002
