round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,264.0,2644.0,9.984871406959153,0.6497470376281672,0.041841605878252974,0.6802778137793594,0.019132036921085487,0.8073746831106816,0.1044002203655651
1,276.0,2644.0,10.43872919818457,0.6234075209041757,0.04197816361015098,0.6437486678486477,0.020249335661379632,0.7148463302646025,0.10666877582988248
2,288.0,2644.0,10.892586989409985,0.6172250021774094,0.040788772221928477,0.6441465392190748,0.02021606194383299,0.7124153739883616,0.10840303626119469
3,300.0,2644.0,11.346444780635402,0.6434547595684563,0.03771411852096602,0.6769075567382261,0.019657489927342644,0.7775127549206775,0.11499247155315598
4,312.0,2644.0,11.800302571860817,0.6106684421649368,0.03782335620808976,0.6340678712141289,0.0203726979365002,0.6941078934873214,0.10734961979412794
5,324.0,2644.0,12.254160363086234,0.6074289395645852,0.03669800024876495,0.6504023659227278,0.02015621077618069,0.7239345638153668,0.10974252063641099
6,336.0,2644.0,12.708018154311649,0.6233717395406007,0.0360418774434716,0.6548903171061166,0.020117379516787878,0.7323420719629317,0.10905181856239389
7,348.0,2644.0,13.161875945537066,0.6281635366905443,0.03462150986751463,0.6366329532407118,0.020325170910569696,0.696342120869887,0.1073001441931169
8,360.0,2644.0,13.61573373676248,0.6098461648592832,0.035994745016184757,0.6287178255365953,0.020487785317993876,0.6846861821074013,0.10621414039419434
9,372.0,2644.0,14.069591527987898,0.6052585014503877,0.03508508180442348,0.6275706246590135,0.020448974644919335,0.6830400287514505,0.10549437902393431
10,384.0,2644.0,14.523449319213313,0.6140817230068331,0.03430132777103296,0.6549470196930002,0.020481569366703634,0.7642573460702045,0.10660538982724367
