round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,5,2644,0.18910741301059,1.0,0.0,0.6071589090742909,0.020253777870648006,0.7434981884180134,0.052227125403521577,0.7775076656962867
1,8,2644,0.30257186081694404,1.0,0.0,0.6289029728928213,0.0199752654172097,0.7798584456561553,0.04912073948977546,0.8109681386609993
2,11,2644,0.41603630862329805,1.0,1.9854979270605983e-17,0.5851334129047387,0.021131415390751942,0.7056274633798914,0.05530949817433466,0.7465623082200374
3,14,2644,0.529500756429652,0.9747085675844505,0.04822203674824245,0.5228972484924973,0.020810314804081027,0.5654167647525462,0.060657133045047135,0.650835913335621
4,17,2644,0.642965204236006,1.0,7.071340794012416e-18,0.5597571606882834,0.02119724428102703,0.5982765025706237,0.06085812563610236,0.6907280604972358
5,20,2644,0.75642965204236,0.9773764455990118,0.040829837959515544,0.6080149111310745,0.020361123070855764,0.7132237555852594,0.05548826259168469,0.8032214615651173
6,23,2644,0.869894099848714,0.9312701427284762,0.07237025908818326,0.6292979028997235,0.020165149432792698,0.7772522343049186,0.050184615537422546,0.8221772612388918
7,26,2644,0.983358547655068,0.8864696963394358,0.0975309081875564,0.6527214119679517,0.01972101195850953,0.8227713742794583,0.04668844401224998,0.8473312532457222
8,29,2644,1.0968229954614221,0.9769399735846368,0.030800775919045106,0.6517428591973533,0.020076270010219947,0.7883107621757601,0.04878655515951298,0.8538941533314048
9,32,2644,1.2102874432677762,0.9871105025123108,0.019615154300289123,0.6777757268471636,0.019494647267920363,0.7846273226187923,0.052714747221156516,0.8592779553128013
10,35,2644,1.3237518910741302,0.9070352237024886,0.06303576270847783,0.6685810649795723,0.019767642301525775,0.7908690345885931,0.05117577315109591,0.8432131727015599
11,38,2644,1.4372163388804842,0.9682223286355123,0.038711662627584846,0.6283293448696458,0.02039900240604969,0.8130657684536591,0.043388756814721305,0.8607054807106695
12,41,2644,1.5506807866868382,0.9781461633705878,0.022630163285106055,0.6466619936671768,0.020277410592279464,0.7467465179836912,0.05321028251345282,0.8135352152614527
13,44,2644,1.6641452344931922,0.9622085063596684,0.03890164428381705,0.6818050784345765,0.019846299416873325,0.7728680234054262,0.05313091953520695,0.8420371823370123
14,47,2644,1.7776096822995462,0.9796018827740695,0.02565203357962085,0.6436895289829249,0.020478104415506196,0.7226724924469891,0.05521178382140278,0.8071812071708662
15,50,2644,1.8910741301059002,0.944168735224914,0.04418056655424239,0.6717843243412414,0.020257784596195517,0.8082065575245745,0.045984439145422655,0.8556127300925259
16,53,2644,2.004538577912254,0.9556124631693919,0.03588545036710642,0.6887778966450978,0.019502487624015432,0.8057311859929692,0.04793846450401597,0.8662586388188767
17,56,2644,2.118003025718608,0.9464493968514925,0.0428020392322267,0.6782123396308886,0.019767129589233497,0.7849740112087045,0.05068027622912374,0.8305081899098441
18,59,2644,2.231467473524962,0.9700578157372812,0.03049925737725018,0.6845802211150009,0.01956370423089496,0.8182447644956166,0.04549464061123665,0.8609069626124248
19,62,2644,2.344931921331316,0.969544266251261,0.028989833680144343,0.6840674531791674,0.019713104484726574,0.7958985239773758,0.05096226639736591,0.8632307916890485
20,65,2644,2.4583963691376702,0.9581074241050058,0.031204883468512554,0.677104127230308,0.01977097830961092,0.8041257581862957,0.046330583276724416,0.8468411940364999
