round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.7185526750412439,0.06507552155532029,0.36473755047106327,0.35480172478655164,0.32284515636918387,0.3624869771858102
1,0.7062847847263768,0.05666719020299668,0.36473755047106327,0.35480172478655164,0.5454805491990846,0.37013645728581585
2,0.7098718735684804,0.054092733363816065,0.36473755047106327,0.35480172478655164,0.4385011441647597,0.3721546721099097
3,0.7059012028218095,0.04822419170787329,0.36473755047106327,0.35480172478655164,0.32284515636918387,0.3624869771858102
4,0.7243098617132928,0.044574008907171614,0.36473755047106327,0.35480172478655164,0.4437452326468345,0.36276732984753773
5,0.7371368291852787,0.042304817385725293,0.36473755047106327,0.35480172478655164,0.5474828375286042,0.3629265599882411
6,0.7289369758770147,0.04017652284113692,0.36473755047106327,0.35480172478655164,0.770118230358505,0.3038725471116065
7,0.7235600084707398,0.03922574665869057,0.36473755047106327,0.35480172478655164,0.8897787948131197,0.20422176948565923
8,0.7336107228301993,0.0375665743292454,0.36473755047106327,0.35480172478655164,0.8897787948131197,0.20422176948565923
9,0.7383664167297923,0.03570118607070083,0.6191117092866757,0.35204181808716256,0.8897787948131197,0.20422176948565923
10,0.7404000719433558,0.03337145972886465,0.6191117092866757,0.35204181808716256,0.8897787948131197,0.20422176948565923
11,0.7410018765234163,0.0344009457161342,0.6191117092866757,0.35204181808716256,1.0,0.0
12,0.7447231925504372,0.032097205278566104,0.6191117092866757,0.35204181808716256,1.0,0.0
