round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.9805659618348945,0.01584933931736251,0.09908082413174062,0.08144005954691387,0.44144261497508774,0.0667919641617677
1,0.9774629130167993,0.01260301746663623,0.09992570226786113,0.0830136939409462,0.5481713485275169,0.06667792968845167
2,0.9736195615639077,0.013066533906896577,0.196227058752517,0.10752386343364775,0.5149887002410571,0.06800417274446485
3,0.9383294403712321,0.022295307360791404,0.24357804449454143,0.11258809881744883,0.587624909546863,0.06866133960038659
4,0.9283298414229239,0.02721838632666702,0.7182037243137039,0.11931153396744443,0.3276163914040853,0.06874104616035426
5,0.9332024067411065,0.02157972032823904,0.6704046123598058,0.12440977353911627,0.4827096763640203,0.06783338253087086
6,0.932029878058355,0.02067936580203756,0.8041296788750963,0.10823807552570172,0.5026731493304363,0.07919524433660681
7,0.8525486351156192,0.03418517248081027,0.8108561499600195,0.10539094621332769,0.35579000895299806,0.07101640524819872
8,0.8162771730857463,0.03338342622071851,0.5717719144399388,0.1320022119745713,0.5650012640765163,0.0748924687531735
9,0.9206491892596569,0.02278381650992441,0.9041103160247763,0.08035652175718243,0.2953373675270485,0.06451227566833864
10,0.9309571828485005,0.017034621688863057,0.8499341798730803,0.09777476419358708,0.47379868597586056,0.08000020923936693
11,0.8538886256655598,0.025750909932276772,0.9012996507904858,0.08307391185247008,0.5288286982781351,0.07753924252759242
12,0.6997375657251296,0.03475883537507588,0.14129641573633425,0.09826738485367228,0.4703186857555987,0.07911059756850083
