round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,9,2644,0.340393343419062,1.0,0.0,0.4384046652190508,0.02016420361020054,0.5008821471277454,0.06041088934826041,0.5694760994954227
1,12,2644,0.45385779122541603,1.0,1.7508631164123764e-17,0.5254116307225718,0.021239782054359856,0.6358512095323517,0.057768215930267264,0.6623748860154743
2,15,2644,0.56732223903177,1.0,1.4377919038425806e-17,0.5029773417894041,0.02098355009915201,0.5873337009703028,0.059973056332169136,0.6359819445922007
3,18,2644,0.680786686838124,1.0,1.6780636376061237e-17,0.5155222974096995,0.021014359949840036,0.5767870862164273,0.06159871575277921,0.6466457129431944
4,21,2644,0.794251134644478,1.0,2.0584085788909643e-17,0.5363168883282783,0.021112639531766095,0.6168466937344373,0.06035354927744896,0.6815556061924143
5,24,2644,0.9077155824508321,1.0,2.1441504512439258e-17,0.5882685091821459,0.021309390153623424,0.7288514434233189,0.05372896295989992,0.7382195516785844
6,27,2644,1.021180030257186,1.0,2.5662108008416524e-17,0.6071238700394447,0.020907617545715126,0.7579905525568581,0.052914987336758444,0.7585997176508009
7,30,2644,1.13464447806354,1.0,1.9567070333837058e-17,0.5853151606481848,0.021159858837736144,0.7087870166283637,0.05534753083077162,0.739084752177553
8,33,2644,1.248108925869894,1.0,1.7946731417976393e-17,0.5865442173545141,0.021138084754062356,0.7128023552824279,0.054903243748248266,0.7399007654591553
9,36,2644,1.361573373676248,1.0,1.9950252271633618e-17,0.5874056954890676,0.021062445037543436,0.6813660161700718,0.05726039162237467,0.7165222393716205
10,39,2644,1.475037821482602,1.0,2.304513130466098e-17,0.6061106305060284,0.020920825139670602,0.7012240881119762,0.055451764204305094,0.7315867643984691
11,42,2644,1.588502269288956,1.0,2.4600447039615662e-17,0.6135833587864309,0.02073558941569031,0.7440594283168441,0.051511401558010025,0.7441391729158903
12,45,2644,1.70196671709531,1.0,1.4482780426361834e-17,0.6122660929540702,0.020759671878377014,0.7339314045692096,0.05271973989723028,0.7389569084655818
13,48,2644,1.8154311649016641,0.9977188311461814,0.004936936803848928,0.502503288119733,0.02138861821423252,0.5244893977766463,0.0626440430038353,0.5858326327730918
14,51,2644,1.9288956127080181,0.9825150162673463,0.018839154213774204,0.5193524617510352,0.02119720628306978,0.5897148838237501,0.06090215380388723,0.6102317950437945
15,54,2644,2.042360060514372,0.9767619294697166,0.021325010396750083,0.5080524230162276,0.021250541288050758,0.576168673383067,0.06178304334173694,0.5928717772638471
16,57,2644,2.1558245083207264,0.979735478565663,0.018824810111819988,0.5196175755429183,0.02127104996233581,0.586840053171072,0.06125976665335847,0.6102565856450378
17,60,2644,2.26928895612708,0.9729064372706651,0.021348946567086018,0.5160097587902065,0.02121405649421061,0.5929796036290843,0.06141177341779095,0.6136654478113237
18,63,2644,2.3827534039334344,0.9722436269713175,0.020893380789244628,0.5122103322887758,0.021278545959598293,0.593504060919712,0.061192611611246825,0.6079233001863543
19,66,2644,2.496217851739788,0.9765125820589893,0.019245559779592324,0.5122250305839523,0.021281930248222652,0.5478642261344528,0.06237455863633059,0.5888128203615535
20,69,2644,2.6096822995461424,0.978551002428534,0.015473169032200706,0.5173778520014457,0.021184620791426523,0.5797432850027202,0.061976838846059396,0.6105538898692733
