round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,log_loss,Best_F1
0,0.73006696193114,0.0909472351884982,0.5414601690038483,0.16065562581578466,0.49567212064065447,0.11980116044955805,,
1,0.7173179268082599,0.06486225617176045,0.5868694536782924,0.15573428159048103,0.45938334025576,0.1101341852206159,0.49386522097637875,
2,0.6634120940796305,0.05759649887325363,0.5875018970599649,0.15567975424569125,0.44574645552544884,0.12812898049699867,0.5772786196237706,
3,0.638480844119985,0.05417432815905485,0.5875018970599649,0.15567975424569125,0.4212002942976446,0.12687707975184168,0.6502705920025115,
4,0.7442869507097637,0.043829283348869805,0.3548714089001859,0.16096198635995318,0.3193676909045411,0.11568771467483999,0.588731382143335,
