seed,num_train,auc_test_mean,auc_test_std
42,264,0.6474912109057416,0.08484173505601356
123,264,0.6824508082525083,0.0792202764808582
456,264,0.636345731992923,0.08357539176080506
789,264,0.3975475690978881,0.08847096882615187
1011,264,0.6643993311584552,0.08079213665350753
full_data,2644,0.7215066971226718,0.0765071050228731
