seed,num_train,auc_test_mean,auc_test_std
42,264,0.8489510449265036,0.07303670380909343
123,264,0.8273727726171012,0.08128016345258299
456,264,0.8703224011756878,0.05571123198677347
789,264,0.8342758267011612,0.07483081322769147
1011,264,0.9195055818552005,0.042309778408550734
full_data,2644,0.9185556439858329,0.04635625980847234
