round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,log_loss,Best_F1
0,0.761288306377437,0.08689441346712329,0.44999115136319656,0.15199389186093673,0.5226408766980322,0.12452012037321468,,
1,0.642238766552241,0.07648643832752519,0.44999115136319656,0.15199389186093673,0.4984065708264007,0.1283931078132466,0.4863868699456525,
2,0.5812620799021658,0.06591166227170918,0.44999115136319656,0.15199389186093673,0.4984065708264007,0.1283931078132466,0.4774640682390045,
3,0.5887127990047165,0.058200288277797566,0.44999115136319656,0.15199389186093673,0.5046464291475148,0.135452243162219,0.4691491021741786,
4,0.6090108882416664,0.05148394975789821,0.44999115136319656,0.15199389186093673,0.5200394389219739,0.14010318864995402,0.46732947618262294,
