seed,num_train,auc_test_mean,auc_test_std
42,264,0.54610652721676,0.10624432779385802
123,264,0.5884226567852934,0.10135833538898585
456,264,0.5215881628284754,0.10034875144674993
789,264,0.5251169220773829,0.10383728511171907
1011,264,0.5139540458264238,0.10959243706074834
full_data,2644,0.4812335889597213,0.09957072580916469
