round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.6283032589616349,0.06865587494487002,0.62845412888582,0.1382694454499268,0.7458721381192338,0.11746214729435447
1,0.6815335801262324,0.0592933592989626,0.5348006160710204,0.13804359164435928,0.6939551400805077,0.12069079830791825
2,0.6660477428778677,0.05510077640471348,0.5774512634954915,0.14523702470125777,0.748943679461878,0.11175646193846668
3,0.6645166371178961,0.05271337727993657,0.5779661744709538,0.14163527542884885,0.7378104916733592,0.11783053234142149
4,0.6805059252814606,0.047412574321886024,0.6632966407040671,0.1397357806564053,0.757170771144705,0.11275876928044631
5,0.7006168510262031,0.04465288361488656,0.6425403904143243,0.13863517273467535,0.7708786170896097,0.11337566141870545
6,0.7093288870494306,0.040250038868559324,0.6780349366564808,0.13827884239749003,0.7303052246527982,0.11676662157127876
7,0.7039261492718825,0.0396824684394366,0.6891038123232975,0.1382624512499566,0.739034634009781,0.1164760207684805
8,0.6948220825521625,0.038601354941091175,0.7000246786505978,0.1354354879104095,0.7524887740976344,0.1108658729606124
9,0.7005228754068432,0.0356993647911773,0.6643887285018902,0.13880628420312452,0.7476369993446097,0.11093842357566364
10,0.7201434126011235,0.03435750516564118,0.5762186817349318,0.14123017811565164,0.70062644616413,0.12471156781712653
11,0.708931361558954,0.03540591757894978,0.5027590784705491,0.1429407347077214,0.6602008925469954,0.13224036407624828
12,0.7253436012831137,0.03150030992546839,0.5910934283812592,0.1418574022034336,0.720831574879369,0.12609589751792874
13,0.7355094461606325,0.030279524137213937,0.5922045897688913,0.14016471086198434,0.7544541229807776,0.11662856565159484
