seed,num_train,auc_test_mean,auc_test_std
42,264,0.6352893615025079,0.08685309786918029
123,264,0.6966650376673895,0.08185691152866646
456,264,0.5560933098538449,0.08804257525493293
789,264,0.6025780616118679,0.08832139918996983
1011,264,0.688684109393268,0.07832947582385122
full_data,2644,0.5452537001607318,0.09213473617625767
