Pipeline,Best_Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Train,AUC_Val,AUC_Mean,AUC_STD
global_supervised,0.37,0.6010999999999999,0.1588522081181877,0.494,0.5002141683461336,0.5731480158730159,0.16536173130146609,0.7990606493771697,0.674469554300063,1.0,0.0
