seed,auc_test_mean,auc_test_std,num_train
42,0.9642019959158288,0.0387901849276421,
123,0.5919322502021529,0.15399863750822962,
456,0.9072671853083695,0.10264364569532562,
789,0.24744642883723592,0.12438105497590371,
1011,0.15290660785659146,0.1298753939615641,
full_data,0.9589640420778388,0.04529929779729249,145.0
