round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,4,2644,0.15128593040847202,0.5006535947712418,0.43301220797424506,0.6079048702589294,0.020604251602929384,0.6443509501930382,0.1069835929523084,0.7727672670121015
1,16,2644,0.6051437216338881,0.8093018901000828,0.16800548177241634,0.6187703425322315,0.020354549839395743,0.6833058968874649,0.10289438318672849,0.7988189339334315
2,28,2644,1.059001512859304,0.7513206725560527,0.11799239174040273,0.6177975323580406,0.020397783293261137,0.6769503144385378,0.10375269262421535,0.7956375399102706
3,40,2644,1.51285930408472,0.8379460632414434,0.08220380190851022,0.6204379891325714,0.020458933857288166,0.6864392657870974,0.10618429974791987,0.791914532575942
4,52,2644,1.966717095310136,0.812272240908678,0.07682325256367513,0.6212051431634062,0.02047314473120256,0.6794477064362453,0.10983307345348849,0.7814528337809097
5,64,2644,2.4205748865355523,0.7926630172250537,0.07157382025877974,0.6215666236560026,0.020470974563809547,0.6770862402566012,0.11099525110413688,0.7785721753446959
6,76,2644,2.8744326777609683,0.8215126030719733,0.05959600673429002,0.6216275976760584,0.020491838626019165,0.6792756075800492,0.11106196775862495,0.7777204893078247
7,88,2644,3.3282904689863844,0.7904321178312833,0.06282123552923545,0.6752036103527591,0.019474732392064136,0.7780717366778201,0.1068419528700537,0.8039858508234068
8,100,2644,3.7821482602118004,0.8425448792312809,0.04843390444385909,0.6322351811466316,0.02035464523137519,0.6949487587774756,0.1061745159379726,0.7827801110754105
9,112,2644,4.236006051437216,0.8423418903200146,0.0501009131367456,0.6489811862044914,0.02005708388240286,0.7246686243809561,0.10272748941847425,0.7935012386557097
10,124,2644,4.689863842662632,0.8058620877135142,0.04935620806113893,0.6542413578061074,0.019922097359260933,0.7356248356348487,0.10182234733744479,0.7974807136574806
