round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.7265680772438567,0.06548177350003338,0.9487182878221575,0.06273367840566839,0.2599234257915014,0.05797168589217476
1,0.7454529007053113,0.05768805991502455,0.7591683604921894,0.11661896549282169,0.3078567173722497,0.055241130525765625
2,0.7551786399241526,0.053960689924080416,0.90001936285032,0.0838422841137919,0.35579000895299806,0.07101640524819872
3,0.7644942738654967,0.04777841878365466,0.8515171183195623,0.10103672110688883,0.3670532141392586,0.06809194668997214
4,0.7757708125756868,0.042547542700450074,0.9478128795847737,0.06177777063125307,0.4005916825546752,0.06958235577715913
5,0.7708813470909757,0.041845550655690324,0.9478128795847737,0.061777770631253066,0.38064417857538496,0.06194064533223185
6,0.7955570377949543,0.04021493807366837,0.9478128795847737,0.06177777063125307,0.4285774701561333,0.07374692763857127
7,0.7976777594470107,0.03637343102666685,0.9478128795847737,0.06177777063125307,0.4285774701561333,0.07374692763857127
8,0.7998541350877147,0.035561574579968516,0.9478128795847738,0.06177777063125306,0.2599234257915014,0.05797168589217476
9,0.8203428203349397,0.03129830410311974,0.9478128795847738,0.06177777063125306,0.29729694525908956,0.06219526009126071
10,0.8320649153147981,0.027906450256931923,0.9478128795847738,0.06177777063125306,0.2599234257915014,0.05797168589217476
11,0.8332129593371779,0.02807920056820174,0.9478128795847737,0.06177777063125306,0.3078567173722497,0.055241130525765625
12,0.8389390949212522,0.02715754190718024,0.9478128795847737,0.06177777063125307,0.2599234257915014,0.05797168589217476
