round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.8433991403492823,0.046382632445662396,0.36473755047106327,0.35480172478655164,0.5454805491990846,0.37013645728581585
1,0.9360701013377947,0.025451299854100717,0.6191117092866757,0.35204181808716256,1.0,0.0
2,0.8653367713483507,0.035930905393753834,0.36473755047106327,0.35480172478655164,0.6492181540808544,0.34166146386815205
3,0.8617433009074903,0.035773287627578525,0.6191117092866757,0.35204181808716256,0.5454805491990846,0.37013645728581585
4,0.8831525059091992,0.031443165953572404,0.36473755047106327,0.35480172478655164,0.6492181540808544,0.34166146386815205
5,0.7287189748952939,0.04258776680209098,0.1224764468371467,0.1755032937459007,0.6492181540808544,0.34166146386815205
6,0.8460321795641221,0.0318972481760188,0.36473755047106327,0.35480172478655164,0.7688787185354691,0.3029429093076684
7,0.9039567784139876,0.023531351420839234,0.8775235531628532,0.1755032937459007,0.5475781845919147,0.3738299151345017
8,0.7989170032235084,0.03239277296475035,0.6352624495289367,0.35480172478655164,0.7688787185354691,0.3029429093076684
9,0.8701215360446685,0.023889309566894903,0.8775235531628532,0.1755032937459007,0.6672387490465294,0.36838388292871965
10,0.7741947272741849,0.03169326483449201,0.6191117092866757,0.35204181808716256,0.7688787185354691,0.3029429093076684
11,0.8731420057177166,0.023527989577819507,0.6191117092866757,0.35204181808716256,0.6672387490465294,0.36838388292871965
12,0.8144732155424328,0.029073752022748593,0.8775235531628532,0.1755032937459007,0.6672387490465294,0.36838388292871965
