seed,num_train,auc_test_mean,auc_test_std
42,170,0.4232363505536846,0.097285653799094
123,170,0.5233538814350477,0.1017474644558393
456,170,0.5187450041746934,0.09203008390433201
789,170,0.4169122653545023,0.09437300025139052
1011,170,0.43090309087564305,0.09847674823998981
full_data,170,0.44785902284578577,0.09639708554396074
