round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,10,2644,0.37821482602118,1.0,0.0,0.553649751072472,0.021121527981991888,0.6345422795365123,0.08166573657817136,0.6538402363780793
1,13,2644,0.491679273827534,1.0,7.064179940738688e-18,0.5504868319466527,0.021153980994855485,0.6173280306209497,0.08394869682236776,0.6144427358322149
2,16,2644,0.6051437216338881,1.0,1.40644463901726e-17,0.5432288733417815,0.02108064582753111,0.6264913799167892,0.08602089460200561,0.5775957876355864
3,19,2644,0.7186081694402421,1.0,1.6096710490477824e-17,0.47100207678343986,0.021011140537746616,0.5712127742963445,0.08681491756033458,0.5449305969831659
4,22,2644,0.8320726172465961,0.9432929973729973,0.05876616769410738,0.582459457783895,0.020631939509004587,0.5820546482085102,0.08678630850823289,0.5332649581235643
5,25,2644,0.9455370650529501,0.9934164195372529,0.014402076234920926,0.5487983451195412,0.02135496598076071,0.5792069264158567,0.08758288912777137,0.5614729327008201
6,28,2644,1.059001512859304,0.9688083717630409,0.04155188342860525,0.5445210213656079,0.021317713505702173,0.6397463826225478,0.08520830481939971,0.5910263211313302
7,31,2644,1.172465960665658,0.9736543080322826,0.029782181436954054,0.5895296316353738,0.021135560523921418,0.6022762360240794,0.0876309321813389,0.5278888908514097
8,34,2644,1.285930408472012,0.8363800282529432,0.08554685398245256,0.6018990999168552,0.021229580996279737,0.5939593089785503,0.08730643343150356,0.5507126741032085
9,37,2644,1.399394856278366,0.9268125083046866,0.05029483075474144,0.5991504255071025,0.021067416391839743,0.5710128525424772,0.08704259758761389,0.5239125980523778
10,40,2644,1.51285930408472,0.948282952077252,0.0380633472332416,0.5916522128565534,0.02074814816710284,0.6171553366246539,0.08444093393048138,0.5508982567008693
11,43,2644,1.626323751891074,0.9275551537704841,0.046265706968054696,0.6081302942886075,0.020742713639048532,0.7496639004406598,0.07066447642380863,0.7165964926645948
12,46,2644,1.739788199697428,0.9050527610531263,0.05385746740105216,0.6008243112235557,0.019794989268515716,0.6507509319950748,0.08089165096353153,0.5829205626393741
13,49,2644,1.853252647503782,0.9324858498025694,0.04082708277801448,0.5980387979461438,0.020299177074869963,0.616295391072362,0.08664075536321958,0.5438154153173744
14,52,2644,1.966717095310136,0.9276281426472888,0.044161338729067974,0.5861502391094193,0.019927226115681877,0.6308027782346914,0.08390215869379986,0.5733836307503403
15,55,2644,2.08018154311649,0.889158479911558,0.05241991821799575,0.6114837407869923,0.02027762629881342,0.5774545550017695,0.0889708859827985,0.5150068371576615
16,58,2644,2.1936459909228443,0.9468237464745903,0.03784505817333333,0.5451744977225235,0.020651523290396427,0.5239689637648519,0.09075055133076942,0.5565200921422303
17,61,2644,2.307110438729198,0.9208890484268345,0.048156986865377546,0.5806944461538157,0.020910376191672252,0.6023247705816708,0.08564807063013855,0.6038271900938268
18,64,2644,2.4205748865355523,0.9302310290046277,0.03661100636586456,0.5946701647252871,0.01992415155841848,0.546442960773707,0.08573229404750263,0.5829290363675845
19,67,2644,2.534039334341906,0.9290893299483073,0.03809326739346816,0.5779216799129169,0.020791124961197165,0.5574574988490875,0.08686998089115958,0.5941999642881228
20,70,2644,2.6475037821482603,0.9089312763299375,0.04090213159862033,0.5879526287566419,0.020015100025862095,0.49940851426760285,0.08919634066472569,0.5256045579758939
