seed,num_train,auc_test_mean,auc_test_std
42,264,0.7805285503799372,0.050931770372188385
123,264,0.7734634923352359,0.050428858811680695
456,264,0.8188432707518767,0.044831772426674826
789,264,0.7687318963458459,0.050170501000536674
1011,264,0.7465210158777785,0.05501356605298324
full_data,2644,0.790418056215311,0.05138055916464528
