seed,auc_test_mean,auc_test_std,num_train
42,0.7974731067004963,0.11074257738353348,
123,0.5782142415302521,0.17310013083117926,
456,0.44695397474908694,0.1850923138756896,
789,0.48106660434557663,0.1510112814779332,
1011,0.42373486719885894,0.17685960363592623,
full_data,0.651365496332592,0.1433083714158433,71.0
