round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,581,2644,21.97428139183056,0.8201459503286733,0.020817123759783097,0.6676915884302479,0.01908087437112288,0.7239119276790552,0.05421033955854135,0.7841386439787239
1,681,2644,25.75642965204236,0.770872598463545,0.021396187251287238,0.6759942370489516,0.01969942148653676,0.7948110019019572,0.046835842573245356,0.837059535797362
2,781,2644,29.538577912254162,0.7439129958563102,0.021040736798885327,0.6948265182683698,0.019233208907505493,0.812838277019715,0.046101933954695876,0.8013748733309674
3,881,2644,33.32072617246596,0.7602035502822575,0.019209163916921138,0.6794137854729018,0.019401447996439006,0.7726216176805756,0.05132490031516736,0.78851502358172
4,981,2644,37.10287443267776,0.7574539881657307,0.017168047442902356,0.6841695789585135,0.019074131129846735,0.8023180888149528,0.04656282717604687,0.8223326734518361
5,1081,2644,40.885022692889564,0.7540817402504415,0.01699795399710788,0.6893448564013288,0.01926920114999211,0.7715438571845363,0.05325866075593817,0.8133584301088643
6,1181,2644,44.66717095310136,0.7472746376283899,0.01681187112027024,0.6838459249405648,0.01918775634811683,0.792451732728183,0.04949822473525152,0.8371120839846165
7,1281,2644,48.44931921331316,0.7343948782294571,0.017056191757743568,0.7024211244726376,0.01855369123728692,0.8015064255971188,0.04680732560780771,0.8480723482572954
8,1381,2644,52.231467473524965,0.7285055518116594,0.015799785611587035,0.6950622516986742,0.018895983050333194,0.8272396887066968,0.04454980629059982,0.8575067220525973
9,1481,2644,56.01361573373676,0.7219627597501902,0.015632860455847993,0.6973543977451838,0.018813444593120867,0.7846066318431545,0.05301524736241642,0.8306081127164043
10,1581,2644,59.79576399394856,0.728811397377769,0.014953097855973022,0.6960442120378952,0.018813723515814503,0.8053697493199989,0.046789950314472015,0.8360956506623645
11,1681,2644,63.57791225416036,0.7259611395848662,0.014828945016645794,0.6931195528806373,0.019439377606811126,0.8331874869155315,0.04233585719354546,0.8535350393937091
12,1781,2644,67.36006051437217,0.7215509813757874,0.01386982382509687,0.6978445466212281,0.01921313438538458,0.8256090232029331,0.04358687479269938,0.8695810688858314
13,1881,2644,71.14220877458396,0.7134325308969894,0.014141883351813466,0.6946827983363465,0.019012218036562167,0.8043479756433592,0.04991777516895313,0.847873506369542
14,1981,2644,74.92435703479576,0.7224608196122212,0.01290430418009272,0.6939928382585053,0.01933286713373958,0.8177949885766941,0.045354524145065356,0.8398788913584794
15,2081,2644,78.70650529500756,0.7183786573525011,0.013094298174400009,0.6977075853465294,0.01907353765198809,0.8091634343545443,0.04594209968386402,0.848173285671239
16,2181,2644,82.48865355521936,0.7191201593560654,0.01300118138030522,0.6931085884606252,0.01921409987002967,0.7832871194926547,0.05151977964500945,0.8487201736369714
17,2281,2644,86.27080181543117,0.7161332332220494,0.012752158287846663,0.7046174775263214,0.01915275980581862,0.7929341521845791,0.05123130732232154,0.8477328663317831
18,2381,2644,90.05295007564297,0.7057799575932524,0.012543120438085208,0.6955699577076581,0.01948027362745459,0.8044723075097798,0.049304167882784765,0.8549326166006179
19,2481,2644,93.83509833585477,0.6981759378709725,0.01269063749489551,0.7037866690210879,0.018985984303527777,0.7972151481529332,0.052246806557893474,0.8609234828459205
20,2581,2644,97.61724659606656,0.7021312235532534,0.011725015233112045,0.6967071840489053,0.018590493467352254,0.7912328789384622,0.05104442500360856,0.8539276218680062
21,2644,2644,100.0,0.7110333571681224,0.01186926165445912,0.7018730091375917,0.019131256239291277,0.795813503047918,0.050262386432116266,0.8480573816546916
