seed,num_train,auc_test_mean,auc_test_std
42,264,0.7580623213281008,0.04730911840608419
123,264,0.7449729989810064,0.0503067982759187
456,264,0.8437161125410533,0.036880906410781726
789,264,0.7101036582633939,0.049430952965644044
1011,264,0.71718945214898,0.054660143194477616
full_data,2644,0.8415217383084048,0.03991453062846497
