round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.8874939009758037,0.02486755637042769,0.658496052809088,0.020247476616089253,0.6282223968901122,0.08215926324224945
1,0.7584912411990408,0.02917129880409043,0.6717275899070616,0.01953101675309789,0.5887294296320159,0.08144141069189931
2,0.7630431143435035,0.025937982336444572,0.672491160329534,0.01944695898894407,0.6013282538446708,0.08560797111454753
3,0.7367298536475239,0.02458297795048004,0.688937139211897,0.0194204160297034,0.6914716308956189,0.07887305073582931
4,0.7239772074087859,0.02367224624647851,0.6920465945351914,0.019051883438178516,0.6830089127801536,0.07838978855098336
5,0.7069238648716902,0.021139688472820495,0.6937382299944409,0.019080471267806647,0.6382489651093567,0.08261898901698136
6,0.7177678797739031,0.019616151000398815,0.6993927772813379,0.01886262852835966,0.675721390868577,0.08096909805910976
7,0.718414158884815,0.019692038435687675,0.6880093439925694,0.018892312940162356,0.6658380565374178,0.08226089366152878
8,0.7063234714988306,0.019205631112657766,0.6901320256883796,0.018690800247526174,0.6530742858507033,0.08378344863175798
9,0.6970145988305019,0.0182692257968413,0.7005133764328084,0.018821933627375415,0.7103026004630589,0.07778166081367172
10,0.6955220561775707,0.017239664324751824,0.6982740404968201,0.019073561797449765,0.7195684603687498,0.07579403391801517
11,0.6899386028917854,0.016836165835305256,0.6927085090821354,0.018804808734203513,0.6494496360674155,0.08177531252954662
12,0.6876729033752571,0.01631206647145689,0.6961133879463924,0.018816061754076657,0.6430618190545563,0.08494596241338068
13,0.6806041267375083,0.01559136162651737,0.6972404917850733,0.0187192610488221,0.7193416811466805,0.07607066244492841
14,0.6890797327616589,0.015368200853150686,0.6980321429495917,0.018898080413674082,0.6760181098825601,0.08165251317175741
15,0.6905699347161278,0.015019537242892438,0.6937809526608089,0.01875307633378687,0.6300938098303444,0.0853452734028151
16,0.6844613137271968,0.014378233242301442,0.698345973441207,0.018943696040160267,0.6875679133266813,0.07950404223046224
17,0.6861219122640091,0.013787524217784715,0.6966838709656438,0.018867648786137718,0.6783095702919163,0.07924704576125291
18,0.6982424227320796,0.013230839374370819,0.7008179799769646,0.0188743478770387,0.6965479572437778,0.07915875125128656
19,0.6952612038133152,0.013516004675089571,0.6939942969055825,0.018781193040841377,0.6732470257681313,0.08171974154702778
20,0.6841310000001046,0.013047423354842397,0.6969398792245041,0.018862789280480935,0.7031706746498155,0.07683055039045986
21,0.6893244828408931,0.013199295579763856,0.6963382846080972,0.01892330107174048,0.6794980463230266,0.08174694231161396
22,0.6922633516440553,0.012566116360244657,0.6937868759487384,0.018905659815403604,0.6688420332500846,0.08090183323619829
23,0.6907072429523626,0.01235976238773407,0.6907551483166562,0.01872901602834497,0.6696320315968607,0.0801928645959597
24,0.6844732872317013,0.012275289892542814,0.693046416520905,0.01917045381169599,0.7181129453088452,0.07680543697746252
