round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.9942915625134418,0.005365179223219447,0.5,0.0,0.5,0.0
1,0.9635868748133724,0.021984727401603083,0.5,0.0,0.5,0.0
2,0.9520273253182248,0.024104353210826063,0.5,0.0,0.5,0.0
3,0.9913051758545488,0.0049331023527680595,0.5,0.0,0.5,0.0
4,0.9879004737012937,0.006986378263191812,0.5,0.0,0.5,0.0
5,0.9902128586323663,0.005400882262358014,0.5,0.0,0.5,0.0
6,0.9806500657598918,0.008157945239504924,0.5,0.0,0.5,0.0
7,0.8603399402649387,0.031506184595438046,0.5,0.0,0.5,0.0
8,0.855172912528179,0.02657274762495345,0.5,0.0,0.5,0.0
9,0.831427268146166,0.03280318550972974,0.5,0.0,0.5,0.0
10,0.8581824235016832,0.0278065407875335,0.5,0.0,0.5,0.0
11,0.8293792721219224,0.02832699284403213,0.5,0.0,0.5,0.0
12,0.7703997783115556,0.030354984147493238,0.5,0.0,0.5,0.0
