round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.8191578871529411,0.029757363419012164,0.6349218108696011,0.019150987448569117,0.8699972399988031,0.06394503357174398
1,0.7599672754747416,0.02957371757264202,0.6891881705951719,0.01887573174376687,0.8774349525069122,0.07600116732196882
2,0.756176525713725,0.025610448615676767,0.6663579773806927,0.019872579929655097,0.8436764075866858,0.07932841715814096
3,0.7672190263671386,0.023355941398454216,0.673301973050392,0.019319399711388168,0.8692223295097624,0.07448334081331137
4,0.7149466163117425,0.023838435890126575,0.6917871182343404,0.019162463832352684,0.8486747307046214,0.08315124273165622
5,0.6974450559309312,0.022609834766075844,0.6861703903510757,0.01898654773740843,0.9006991419786528,0.058965563188901594
6,0.6640246876663932,0.022242116321918547,0.6932119614817329,0.01902659256435004,0.9198532757020773,0.05149883487975786
7,0.6687636430010422,0.020122204067817385,0.6888840900555959,0.018803769232357794,0.9275325327702606,0.04650501723439634
8,0.6634594718971775,0.019586693414122183,0.6866849126072458,0.01878054274030683,0.9274682124311774,0.0414697013759637
9,0.6749581525639256,0.01856322720586735,0.6844362048696772,0.01872893873941442,0.9309832961252512,0.04002002214960958
10,0.6611023581966288,0.019022504600201582,0.6839574872794242,0.018674595576076876,0.9264263903516046,0.04644465077471962
11,0.6644838589623733,0.018532464383216547,0.6877685263064987,0.018712871389888867,0.9168234029612499,0.046967338424649875
12,0.6521937446627873,0.017350015900454253,0.694239860915089,0.019005314842863094,0.9120432559221425,0.05033683188351077
13,0.634111114388463,0.016410193331669425,0.6881568082156173,0.019031635280999767,0.9263451539960516,0.050827886291561146
14,0.650002118360016,0.016708366007389786,0.6929437479640217,0.018958235789786712,0.9390254220025052,0.03947769717305876
15,0.6567218018665197,0.015563647975988444,0.6957811366116698,0.01860695047140058,0.9443357535696596,0.037500331155547344
16,0.629989179994095,0.015122032627011619,0.6985590904136554,0.01916797742829268,0.9161651814615547,0.05557293541040054
17,0.6495865847961015,0.014696287864016496,0.6924599511314381,0.018814423663041722,0.9177155767653719,0.045568889108839515
18,0.65700370541485,0.014693008156594254,0.6939815678776821,0.018729671361117934,0.9457509389410272,0.03553123261308786
19,0.6514562109372103,0.01415572116311115,0.6975273661802674,0.018995116473294448,0.9255088177039477,0.04338201341651688
20,0.6652036675832801,0.013480605649043801,0.692535057571683,0.018793913872871014,0.935307680463881,0.03866984284085128
21,0.6725419449761749,0.012525272472040026,0.694250771319832,0.018930584934515934,0.9250429050179084,0.04438104494901724
22,0.6821491107583075,0.013118754453957953,0.6969533732424711,0.018957250822976026,0.9212620642113589,0.048229587169772874
23,0.6928199889453652,0.012520598378447689,0.6921971433223085,0.018604929105532037,0.929890227650924,0.03980223899357801
24,0.6844732872317013,0.012275289892542814,0.693046416520905,0.01917045381169599,0.919831868775478,0.05414889184762402
