seed,num_train,auc_test_mean,auc_test_std
42,264,0.5637925631183883,0.12469406335916675
123,264,0.6491077453626266,0.13157071325044248
456,264,0.6473783071736072,0.1211486043225129
789,264,0.7823735160693337,0.10998921893366824
1011,264,0.5995652538017113,0.13900611295343426
full_data,2644,0.6584701127315847,0.1344253075231318
