round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,4.0,2644.0,0.15128593040847202,1.0,0.0,0.5147543171609315,0.005875248435011192,0.49155416975623123,0.021205021699769303
1,16.0,2644.0,0.6051437216338881,0.5630287895215537,0.05122956694844244,0.6530908754663823,0.005110566005403806,0.6509538628616501,0.02099800962794129
2,28.0,2644.0,1.059001512859304,0.5397538495298229,0.03682960429447035,0.6530937898405587,0.005052250970140289,0.6432675900243643,0.021207779399893847
3,40.0,2644.0,1.5128593040847202,0.5544909568960309,0.031556925426197854,0.6524683840910985,0.00505769686401176,0.6385294201461081,0.021383666336122664
4,52.0,2644.0,1.966717095310136,0.5714672196577176,0.0276544037065937,0.652462118695905,0.005051132988745712,0.6412371423608254,0.021263448812377322
5,64.0,2644.0,2.4205748865355523,0.5305896730158108,0.02624485598291481,0.6530668462551686,0.005051132051540831,0.6444376222488031,0.021206424732598296
6,76.0,2644.0,2.8744326777609683,0.5534842081248202,0.022288677019319338,0.6531259470740849,0.005051246451592488,0.6440691933107588,0.02119763065534983
7,88.0,2644.0,3.3282904689863844,0.6228838118797183,0.020807623769733566,0.6527016115734988,0.005049361183925381,0.6423756215732562,0.021279943702700903
8,100.0,2644.0,3.7821482602118004,0.6766163374568575,0.01815376558409175,0.6521293694707792,0.00506237501400888,0.6424657475049957,0.02126441701086062
9,112.0,2644.0,4.236006051437216,0.6472436502323236,0.016955353857711825,0.6515232346476354,0.005072173505618,0.640858579132635,0.02132665942383024
10,124.0,2644.0,4.689863842662632,0.6566743839871502,0.0161205811396831,0.6509958270697159,0.005077607699216232,0.6386944554064803,0.02138515429482804
