round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,105,2644,3.9712556732223905,0.960906323003512,0.021760319957210072,0.6183062456199016,0.020040530471536797,0.5743912659366838,0.05745463262522553
1,122,2644,4.614220877458396,0.862497788312879,0.041866850725266073,0.6611227220576156,0.019834850523824967,0.6740102464771568,0.055052543406665655
2,141,2644,5.332829046898638,0.8883261766756015,0.03358362426954398,0.6591884863767139,0.01981265883489799,0.630984904451131,0.05632347322457214
3,162,2644,6.127080181543117,0.8437363863330875,0.036591306174173,0.6645841112596064,0.020110882949165833,0.6489252882056835,0.05425946593379674
4,183,2644,6.921331316187595,0.8743732898105393,0.03268395473916854,0.6596294641483089,0.019606018023387076,0.6151506695704523,0.05900966790489576
5,192,2644,7.2617246596066565,0.8949003188813263,0.027479278263441025,0.6343109801915008,0.02022495667950569,0.6031396051066898,0.06049479713964176
6,213,2644,8.055975794251134,0.8968831449934108,0.02549946950160175,0.6391249181028853,0.02004113010573931,0.6077931078933059,0.0586585341248612
7,222,2644,8.396369137670197,0.8888994642006643,0.026851612428746483,0.6272647747379461,0.01986433205008169,0.6457596451621169,0.054441178238044056
8,233,2644,8.812405446293495,0.8822940458899245,0.02573244622228254,0.637641448212053,0.019856612108705242,0.6965807562912304,0.05274170497633434
9,254,2644,9.606656580937972,0.8871675876519131,0.025902067327738167,0.6483806953341068,0.02029365343830759,0.7037298238943138,0.05135839910460902
10,275,2644,10.40090771558245,0.9011952367020559,0.02185996354558644,0.6155153832576059,0.02059065888659206,0.624957094398454,0.057192542773760666
11,284,2644,10.741301059001513,0.89023636158757,0.022231538827996552,0.6001173539462515,0.02046069615892149,0.5715525462123039,0.06363302531568764
12,305,2644,11.53555219364599,0.8986491352593836,0.023505953579063942,0.6155055818488835,0.0210480322132773,0.7116910780934196,0.050316383408278584
13,314,2644,11.875945537065054,0.8433936798266288,0.02784071234723279,0.6355565246017877,0.020094830556905734,0.6686372671060419,0.05599295739037783
14,335,2644,12.670196671709531,0.9006448673564703,0.021620391646948796,0.6196849944232667,0.020752598996022043,0.6675459264476746,0.055020553644043485
15,344,2644,13.010590015128592,0.9113173760024685,0.020706991609389668,0.6144731289486611,0.021108162187642353,0.7179445996473944,0.04897041029849673
16,355,2644,13.426626323751892,0.9089316018324068,0.01959649301596428,0.6139415688060182,0.020560371121337476,0.7522791216684291,0.04814605215317592
17,376,2644,14.22087745839637,0.8733974086593481,0.020927722894372256,0.6399899248068841,0.020341557354676448,0.7660211823800469,0.044238743547000095
18,385,2644,14.56127080181543,0.9095990588085275,0.018843999454591098,0.6264999412695609,0.02026728434982971,0.7671096291200604,0.0455662482380726
19,396,2644,14.97730711043873,0.8842048717382223,0.021126478027719223,0.6122371053835789,0.02067141171530093,0.7082451648451156,0.05045537159990383
20,407,2644,15.393343419062028,0.8817782738225761,0.020291764216623136,0.6195788760034113,0.020320300079521295,0.7106378311737575,0.05289681553391246
