seed,num_train,auc_test_mean,auc_test_std
42,264,0.4570962119871776,0.08523927590996068
123,264,0.5659046485248925,0.09345795946694982
456,264,0.5488154563642724,0.08237080678050504
789,264,0.5874305694302776,0.08083106096060783
1011,264,0.5696764868076309,0.08916248462521682
full_data,2644,0.5371175380645834,0.08647289294949773
