round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.7185526750412439,0.06507552155532029,0.6595662183448444,0.2793806911559942,1.0,0.0
1,0.799631641603233,0.04679214281214354,0.66040227795953,0.2682048342029852,1.0,0.0
2,0.8047070492720014,0.043770366018260835,0.7193505391978675,0.24566809949904717,1.0,0.0
3,0.8022805950001358,0.040540371823776664,0.7193505391978675,0.24566809949904717,1.0,0.0
4,0.8076701184587177,0.03768219569773877,0.6031655155700957,0.2883201146390351,1.0,0.0
5,0.8146374539318672,0.03666853451838322,0.6621137768084333,0.27691313031081244,1.0,0.0
6,0.824333804691133,0.03291194200116642,0.6057978916757543,0.28585392448425706,1.0,0.0
7,0.8442668914527172,0.03004779017820587,0.6621137768084333,0.27691313031081244,1.0,0.0
8,0.8559879008014173,0.02707506981541476,0.6621137768084333,0.27691313031081244,1.0,0.0
9,0.8627432628013023,0.025755476678792914,0.6621137768084333,0.27691313031081244,1.0,0.0
10,0.870350036530321,0.025021331498402362,0.7218344844299043,0.24418851377519546,1.0,0.0
11,0.877764916111314,0.02396402910419627,0.7782351872046528,0.23155164959680877,1.0,0.0
12,0.885051313579398,0.022235970102042188,0.6707682055010299,0.24639522572296743,1.0,0.0
