seed,auc_test_mean,auc_test_std,num_train
42,0.63079630721345,0.11964313608135416,
123,0.6756821805160061,0.11271811398992815,
456,0.28930391205465866,0.1265309011753869,
789,0.7195999096991472,0.10131514901356208,
1011,0.7627204540777919,0.10275529173693881,
full_data,0.6606293659633766,0.11802620443169834,169.0
