seed,num_train,auc_test_mean,auc_test_std
42,248,0.6321492839896011,0.08993330004069229
123,248,0.5707375816634433,0.10845218157120735
456,248,0.4050924990225934,0.10567437173545395
789,248,0.49352959664214346,0.09775802807067945
1011,248,0.645749341866701,0.08147823174341816
full_data,248,0.5498052465249275,0.10827994196367696
