round,AUC_Mean,AUC_STD,Best_F1,Val_AUC
0,0.7654610099564608,0.06689069085351664,,
1,0.791939401978899,0.06148237125623326,0.717391304347826,0.7709893575088688
2,0.8138471102671186,0.05989812014191181,0.6739130434782609,0.7390618841150965
3,0.7616642399155508,0.06704790924409643,0.7297297297297297,0.7615293653921955
4,0.7473245111341744,0.06956332205692994,0.7111111111111111,0.7627118644067796
5,0.7545644415934373,0.0683917457801676,0.7228915662650602,0.7804493496255419
6,0.769265723842533,0.06696976695676016,0.7407407407407407,0.7922743397713835
7,0.7615806584836537,0.06469512519653253,0.6947368421052632,0.7430035474970437
8,0.749176858191661,0.06631644063077355,0.64,0.7209302325581395
9,0.7791819908158074,0.063850354127105,0.675,0.7603468663776113
10,0.7232951730127058,0.06992920646524416,0.691358024691358,0.7536460386283013
11,0.7386965172287515,0.07007778877346146,0.7058823529411765,0.7836026803310997
12,0.7532630054233839,0.06851025940680514,0.7021276595744681,0.7788726842727631
13,0.7783605454869726,0.06610141769805368,0.7032967032967034,0.8025226645644462
14,0.7945118118060046,0.06412939919626735,0.7160493827160493,0.7926685061095782
15,0.7820736395040339,0.06584637432444498,0.7088607594936709,0.7922743397713835
16,0.7740643698894565,0.0671975194502305,0.7,0.7910918407567994
