round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,log_loss,Best_F1
0,0.73006696193114,0.0909472351884982,0.5414601690038483,0.16065562581578466,0.49567212064065447,0.11980116044955805,,
1,0.7187085924192131,0.07256364802666647,0.5069559592324238,0.14976584306884422,0.42637572666643503,0.11566933939688928,0.5345387605667283,
2,0.7634477518631411,0.056687364484570284,0.46541707388572756,0.17062104204364542,0.34615734781070906,0.12112712207337133,0.7196548754807041,
3,0.7830441555787467,0.045083523730418275,0.35061753080766445,0.15620541533326981,0.35256179611844146,0.12933070127846338,0.8362057527241105,
4,0.8962927675217255,0.027026626821970864,0.4411194777587377,0.1843906609032682,0.26318474859483915,0.12070647828432501,1.0063520995732835,
