seed,auc_test_mean,auc_test_std,num_train
42,0.15791599884439114,0.06950265739013262,
123,0.1342225238123945,0.08378286448902393,
456,0.1759176292344409,0.08604067694881229,
789,0.281045337120166,0.1808702403681928,
1011,0.7453740907973542,0.10600106107597576,
full_data,0.44820268485357273,0.20056939816607702,107.0
