round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.9233083373831921,0.018516977137313487,0.6481495348866735,0.019912188780488168,0.5538044599625414,0.08388564317687212
1,0.790776944924252,0.02841999928726685,0.678769662644189,0.01890197687215746,0.6140736976167812,0.08499098097768153
2,0.7979223250761622,0.024559086269391777,0.6864251245912537,0.018927109720062254,0.6960707253659841,0.08171514340158507
3,0.7436977908862282,0.024390085523616056,0.6858964127743138,0.018826798379646133,0.6335550229900544,0.08592869953328629
4,0.6945975071004769,0.024739113093212386,0.7001192500700197,0.018472126520882585,0.6483131356756521,0.08268536178973213
5,0.6935545572622293,0.02263781044555791,0.685730085043318,0.01852032874036355,0.5816659263907228,0.08766362185930072
6,0.6935878115055102,0.02089818645598871,0.6876446750007581,0.01866402053364316,0.6340976834444254,0.08680722618792783
7,0.6904212727500837,0.02043078497971166,0.6840216917903726,0.018852312978695277,0.5994145730982364,0.08886096567501191
8,0.6803833919500342,0.019863933771455042,0.6817370247108118,0.019047346646449328,0.6069145225043606,0.08518222595176549
9,0.6462819968086003,0.018783301056674306,0.6967933636311736,0.018922761398792377,0.7167265599275484,0.07663690730895224
10,0.6767321886882111,0.017756761433771275,0.6569320575908421,0.019440239469890975,0.6001374173717988,0.08655752733386017
11,0.6786817174246751,0.017708114816549762,0.6988708075142575,0.01863233495561765,0.6412880571985581,0.08404754472839496
12,0.6564567884606933,0.017327969648151958,0.6951741103216784,0.018854778208131126,0.673170069224649,0.08260295608863154
13,0.6568984025661159,0.016470573925518088,0.6804441931048594,0.01893287580433605,0.6114314799881794,0.08886605836302627
14,0.638550045503762,0.01660999651303178,0.6921066850638568,0.019162050995012996,0.7015891094797069,0.08230970523631181
15,0.6553022759973239,0.015587254357949314,0.6898703227629019,0.019146163432649358,0.6672286173839721,0.08472451813710107
16,0.6335816497824615,0.015124656123390066,0.6694749418744684,0.019444666317174678,0.6502172746834994,0.08346675755738843
17,0.6506519059355341,0.015082150366449831,0.689507400962654,0.018790536890915026,0.6520599605977223,0.08357435500778626
18,0.6556900094370611,0.014325597300471511,0.691506333026594,0.019151746116531834,0.6301665108220122,0.08494150443409536
19,0.6449897132060114,0.0141143657679901,0.6953031373643118,0.01903835930254838,0.7018577329989681,0.07742640545460748
20,0.6501710302107901,0.013825778459186321,0.6936999427005734,0.018921389812170147,0.7234238532504669,0.07606210559751031
21,0.6667730016155988,0.013025286900010964,0.6923395859903635,0.018882946570543447,0.6829042311239081,0.08075731309315559
22,0.6801906221393874,0.013054862846220993,0.6985044765899157,0.018937557466037057,0.684517313047853,0.08063175898145555
23,0.6794480304556131,0.01278186255189774,0.6912816390932625,0.01886949776568052,0.7138215118243365,0.07710673615977182
24,0.6844732872317013,0.012275289892542814,0.693046416520905,0.01917045381169599,0.7181129453088452,0.07680543697746252
