round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.7617728420588278,0.043788526182295416,0.5966323021783446,0.025919520069101795,0.6105943258631716,0.16755745706384015
1,0.856046068291145,0.02661463420261482,0.6372152554660513,0.024765584226345092,0.6620026950337735,0.17118884830170636
2,0.8365035664249898,0.025275183274414637,0.6499626753925957,0.024941824882753767,0.5850095748001475,0.17036884841460362
3,0.7924642155914492,0.02536049293984671,0.6393354455581373,0.024467568243331298,0.6941038745241795,0.19042006684144086
4,0.8113327496878794,0.020389429361455616,0.6465538298915969,0.024481838258704317,0.708892095744319,0.18535425589217627
5,0.8129731534206437,0.019913371469289523,0.6600106535699375,0.02406171435096599,0.6801113656389041,0.1771693215653426
6,0.8094794244910063,0.01814836530776799,0.6609942877330762,0.024742362722202482,0.6485950844745365,0.17144065593169133
7,0.7724763755665975,0.019421733801272743,0.6628091749333103,0.024429119348535422,0.6789439401396596,0.1813948671133162
8,0.7935319581836682,0.01727768251938458,0.6693636580809125,0.02422447943951541,0.6271172531310788,0.17547421606652988
9,0.7710492096585904,0.01734476219902941,0.6656601734034003,0.02466664015595791,0.7162907682537651,0.1717967572676583
10,0.767702456529491,0.01685060724890888,0.6599050607298602,0.024814518697339548,0.6151170672807887,0.16768536930636033
11,0.7630428155785237,0.015924461684826807,0.6559190465907443,0.0250054280096381,0.7075038221628728,0.15413179339372451
12,0.7557071351285706,0.015689359962288464,0.6544592166059601,0.024451245751787892,0.5734927706710702,0.16371520460630778
13,0.7425721649226579,0.01568306244044428,0.6586476535059701,0.024462933850739492,0.6188385611479649,0.1812715990134939
14,0.7349908079211073,0.014984850335639437,0.6493069974696867,0.02479384472641585,0.7154946348185378,0.18863325245100354
15,0.775910606250054,0.01416269976248953,0.6675143558193452,0.02420458934048383,0.5769682269992022,0.15722352100648054
16,0.7807812626171,0.012782273211747644,0.6838830556769175,0.024257402234881854,0.6045897951161536,0.17165485389017016
17,0.8196806692279683,0.011434899981480678,0.6880086131643384,0.02358292936537628,0.5226025705886858,0.18194987092189735
18,0.8067060352089322,0.01183053784741211,0.6786603333570694,0.023954454520104352,0.5444595955073466,0.1753516176051169
19,0.7499837494408528,0.01338390227730055,0.6698989450900998,0.02402394228937759,0.5915624797531548,0.16786493617302906
