seed,num_train,auc_test_mean,auc_test_std
42,130,0.33243006034652983,0.11819766165232647
123,130,0.8006355287408002,0.10103880056430889
456,130,0.3474183207938687,0.11923335883071484
789,130,0.620924426573378,0.1611333685723634
1011,130,0.5689555585881754,0.1408419992824601
full_data,130,0.5329190908497806,0.10133239197492912
