seed,num_train,auc_test_mean,auc_test_std
42,217,0.4964161151689976,0.08935611932444072
123,217,0.5302894625284514,0.08794693977966664
456,217,0.5228217061052458,0.08694334055348983
789,217,0.5704629199274837,0.08511347771688696
1011,217,0.4775414049826381,0.09611728489882354
full_data,217,0.5490632028735508,0.08281958365037442
