seed,num_train,auc_test_mean,auc_test_std
42,137,0.39772775502433005,0.11739507766028914
123,137,0.5319531099397392,0.12407017459197044
456,137,0.4446547251621071,0.12765611504404886
789,137,0.4094882618155838,0.11976014830085946
1011,137,0.33973676732498814,0.1146888475713611
full_data,137,0.261855852876591,0.10972051759617384
