round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,1.0,0.0,0.507061922200771,0.18359079632568853,0.3847012304413119,0.1904006616765573
1,0.9316795561148642,0.043992003059406926,0.6317275176313888,0.18515365187254154,0.6066364304283939,0.2159990635015936
