seed,num_train,auc_test_mean,auc_test_std
42,264,0.8162194165774911,0.09888594697745169
123,264,0.8437865803658634,0.08296317249952749
456,264,0.76390494864107,0.10352528780041209
789,264,0.7638532122425006,0.09776575299435106
1011,264,0.7890926344705471,0.10373534711632731
full_data,2644,0.8521962498875929,0.07668836016574518
