seed,auc_test_mean,auc_test_std,num_train
42,0.7711212165968725,0.05441801355577659,
123,0.7812488769642234,0.05015693958541732,
456,0.8435724229887449,0.041834931354654006,
789,0.7565830732868117,0.051942138857791496,
1011,0.8133725985987685,0.043019795827634766,
full_data,0.8301456062868765,0.042883043417378953,378.0
