seed,auc_test_mean,auc_test_std,num_train
42,0.8648934861059118,0.06084151760954407,
123,0.8638357426459604,0.06618541776042873,
456,0.2988788059962127,0.09787762721300945,
789,0.9050955770596895,0.05375710535018045,
1011,0.856918577278818,0.0650258854794611,
full_data,0.8660555736287209,0.062003876627657245,135.0
