round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,9,2644,0.340393343419062,1.0,0.0,0.4384046652190508,0.02016420361020054,0.6575114895037039,0.08219731958208515,0.6834780797127735
1,19,2644,0.7186081694402421,1.0,1.3142909079658601e-17,0.4408146560434213,0.020589261679248416,0.6502972021230328,0.08385101063429698,0.6629184338170182
2,29,2644,1.0968229954614221,1.0,1.8586880269489687e-17,0.531756055457095,0.020857431206154808,0.6503293647110513,0.08248867123319244,0.6871203660497235
3,39,2644,1.475037821482602,0.9712647054489676,0.027317648461075806,0.5790963972505996,0.020705947527620422,0.45725556354919117,0.08980258905460728,0.5279727036191418
4,49,2644,1.853252647503782,0.9278423556032378,0.043343126892245246,0.5591721621150735,0.02089500485668405,0.489038078760005,0.0872771054501516,0.5791096310221009
5,59,2644,2.231467473524962,0.9157221296936096,0.043080901485749834,0.5674122894596537,0.021153287118183785,0.5602091895842114,0.08360396403236885,0.6195050652788926
6,69,2644,2.6096822995461424,0.9014501257379416,0.04304245506936664,0.5662872776151451,0.021184532985723547,0.5620327192208449,0.08355651422296557,0.6244037205006674
7,79,2644,2.987897125567322,0.8817348254345069,0.043288563605853196,0.547088936169816,0.021455103533699425,0.49423815225327167,0.08519808310495067,0.5824343767248572
8,89,2644,3.3661119515885023,0.8786796458493372,0.04205170568955251,0.5476909881922545,0.02135028589467476,0.5194171191860927,0.08534928488471796,0.5807621041251751
9,99,2644,3.7443267776096825,0.8700567786560803,0.03997304414984947,0.5540741558832335,0.021386949453893234,0.4670965086158326,0.08613997704929431,0.5452734888566787
10,109,2644,4.122541603630863,0.8600829966710246,0.04063800413361465,0.5709286242012009,0.021150306508445967,0.42306018905049353,0.08627446896464469,0.5022788755424663
11,119,2644,4.500756429652042,0.8340939136442675,0.04258695572081259,0.5761679656633615,0.021204402134639668,0.4430472531706415,0.08751970092231677,0.5133882918849745
12,129,2644,4.878971255673222,0.8168402449423038,0.044875237925052304,0.6143149480744939,0.02065959280329688,0.41628698131616204,0.08650741087122522,0.49576742377809707
13,139,2644,5.257186081694402,0.824037033553575,0.04203541135840981,0.6283311248109673,0.020374337650768414,0.4505194724072614,0.08824353088052904,0.5188983185310555
14,149,2644,5.635400907715582,0.8056992856787968,0.04094570597160444,0.6346681107477086,0.020301792211826285,0.4698532654709876,0.09007980910170571,0.5305646829097133
15,159,2644,6.013615733736763,0.7941899377557512,0.04177689746274179,0.626979593922987,0.02069695162782784,0.47468076085652966,0.08894672398213178,0.5352102603520702
16,169,2644,6.391830559757943,0.7820985226006456,0.041478442959165404,0.6252550603403932,0.020756055358567713,0.47005135799320635,0.08871079278333159,0.537861958601648
17,179,2644,6.770045385779123,0.7881615345820936,0.04063539257222181,0.6299021135600502,0.020672412691670264,0.4953218459336211,0.08990107922550954,0.5547979331174552
18,189,2644,7.148260211800302,0.7785575873227445,0.04070395420488463,0.6331056302638151,0.020777754600415855,0.540874395549365,0.0892924076121538,0.5803155990171383
19,199,2644,7.526475037821482,0.7822541027760513,0.039281743329358444,0.6333918426152532,0.020660134457304413,0.5587607016942384,0.08909697933539805,0.596136960825608
20,209,2644,7.904689863842663,0.7815694251274492,0.03644164925368829,0.6306992163565239,0.020724772749149724,0.540987520113487,0.08977912225292087,0.570374646331952
