round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,13.0,2644.0,0.491679273827534,0.5236356879106123,0.23394648688191097,0.4310572209407443,0.10413453839932228,0.6583070910705271,0.10799319577702905
1,16.0,2644.0,0.6051437216338881,0.5600791267457934,0.19609267137946393,0.4175676677496249,0.10431391980014583,0.6885085077642465,0.10328953881662449
2,19.0,2644.0,0.7186081694402421,0.5118900793650794,0.1825555116934004,0.42288314119991083,0.10350026581389239,0.6746253837007244,0.10360020851970102
3,22.0,2644.0,0.8320726172465961,0.6317674993524993,0.15061335272495913,0.41573879821904386,0.10519957848052411,0.697864677109063,0.10380662851086586
4,25.0,2644.0,0.9455370650529501,0.6379138107263107,0.13821057797898426,0.4199780979341007,0.10458967297889703,0.6885085077642465,0.10328953881662449
5,28.0,2644.0,1.059001512859304,0.6615643702539291,0.1305791187572808,0.4173336801730916,0.10484432387110998,0.6908913184294792,0.10467355625351955
6,31.0,2644.0,1.172465960665658,0.6355598959529775,0.12640047294036977,0.42293341853620686,0.103416236386249,0.6746253837007244,0.10360020851970102
7,34.0,2644.0,1.285930408472012,0.5956060391497262,0.12274709939756279,0.422962606686207,0.10324924591880275,0.6746253837007244,0.10360020851970102
8,37.0,2644.0,1.399394856278366,0.5832565440311719,0.12335591204288036,0.4217709388368595,0.1034216419535206,0.6746253837007244,0.10360020851970102
9,40.0,2644.0,1.51285930408472,0.592304663577535,0.11013074098204459,0.422962606686207,0.10324924591880275,0.6746253837007244,0.10360020851970102
10,43.0,2644.0,1.626323751891074,0.5620592717253244,0.10614672157606055,0.422962606686207,0.10324924591880275,0.6746253837007244,0.10360020851970102
