seed,num_train,auc_test_mean,auc_test_std
42,264,0.9381331418251269,0.05744744463451458
123,264,0.9779785196987528,0.02825328196564331
456,264,0.9721961811074761,0.03157465221772953
789,264,0.7082857103552902,0.1093327219333123
1011,264,0.9909459197410867,0.016608683163939212
full_data,2644,0.9864636152025857,0.021853270137993572
