seed,num_train,auc_test_mean,auc_test_std
42,264,0.29120751436249703,0.22386677154583717
123,264,0.29623263930899546,0.10592092165917281
456,264,0.6851156350278266,0.07433775632854656
789,264,0.40634871609025325,0.24916158980090097
1011,264,0.8241484834439953,0.10648116931119553
full_data,2644,0.4414792027427528,0.2208481445129279
