seed,num_train,auc_test_mean,auc_test_std
42,264,0.8220722342383531,0.044435499275086936
123,264,0.8487919032237721,0.03588115044546837
456,264,0.7968566195241439,0.044044977125669765
789,264,0.8047349074915318,0.04424283463758444
1011,264,0.7834330538497662,0.04441099385807643
full_data,2644,0.8570839822970797,0.03679848010901864
