round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,log_loss,Best_F1
0,0.7469823642823004,0.06298859074729321,0.5917747667942705,0.06702797873828224,0.714062788902101,0.06907127637421934,,
1,0.6528832049376068,0.05650818131192433,0.5997335266063606,0.06707891567886902,0.724822924535048,0.06765938837518565,0.6912756978239605,
2,0.6237166038255468,0.051831105292174655,0.6044833465516162,0.06698626698683578,0.7261912174007286,0.06765800625218137,0.6874634227317263,
3,0.6057958532485422,0.04509404943250271,0.613519416576125,0.06659334311004991,0.7335954994010063,0.0670700277624967,0.6828444603021698,
4,0.5986017617404968,0.043416887331323414,0.6283589329022569,0.06645191160436302,0.7348084012938846,0.06670772622663748,0.678099562963303,
5,0.6098737020959802,0.039273077899573364,0.6348366341505532,0.06636291411036893,0.7369217391437006,0.06645052709714609,0.6743980761811524,
6,0.6218727987886414,0.036781078555072226,0.6553119808504948,0.06548435792237778,0.7507612193412081,0.06459206234258169,0.6687847284490532,
