round,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD
0,0.6283032589616349,0.06865587494487002,0.5519772431569621,0.1710706408686854,0.5838326646253476,0.3292657729927065
1,0.7401319590461931,0.053368268871113754,0.5798390903310583,0.16672872395682917,0.5591341431419037,0.29697780443056904
2,0.74631569922392,0.04893614927737592,0.5648138860990267,0.166582494621424,0.7697456429995233,0.2141390869528286
3,0.7531342462561831,0.045058793223405294,0.592827152952655,0.1547156170439722,0.8149827383751995,0.1754029162035326
4,0.7810492358299305,0.039636384476529556,0.5580137711463012,0.1778308783856237,0.8149827383751995,0.1754029162035326
5,0.8052055631667441,0.03614944039602175,0.5891486817139429,0.18186368828273852,0.8149827383751995,0.1754029162035326
6,0.8005685294407442,0.033492428477435006,0.607199839243012,0.1863423102050015,0.865355007151016,0.1320291877804955
7,0.8064924405367699,0.03279274025055726,0.6193484044588462,0.18722703254123013,0.865355007151016,0.1320291877804955
8,0.7933033900962236,0.03148158181339233,0.5985139874999313,0.18334760446179105,0.865355007151016,0.1320291877804955
9,0.8083343469711598,0.029152904854758604,0.5812166925369737,0.17493964496679887,0.865355007151016,0.1320291877804955
10,0.8201663695694101,0.027922202201297843,0.5615247388339758,0.18404911455117884,0.9105681058286379,0.09423269115778007
11,0.8227539165928431,0.027934956699008612,0.5907009036627512,0.17166862824742135,0.8634323517084049,0.11474808074897777
12,0.8201263281975304,0.02570245315436186,0.5814767909095218,0.17227961184100463,0.8445163945441108,0.13329038020843356
13,0.8402376760256507,0.024034581948241426,0.5814767909095218,0.17227961184100463,0.8445163945441108,0.13329038020843356
