Pipeline,Best_Threshold,Accuracy_Mean,Accuracy_STD,Sensitivity_Mean,Sensitivity_STD,Specificity_Mean,Specificity_STD,AUC_Train,AUC_Val,AUC_Mean,AUC_STD
global_supervised,0.39,0.6897741935483872,0.08607180913162493,0.7020210734038647,0.09134122364119905,0.5739396825396825,0.30488007741092377,0.7956353881410039,0.6580539861895794,0.7538501274872069,0.10497135810156945
