seed,num_train,auc_test_mean,auc_test_std
42,138,0.4044429982366758,0.15460094886046738
123,138,0.5183752720743418,0.18101019767609905
456,138,0.6533817646325857,0.16332163444852574
789,138,0.6005801664517986,0.16675913676794862
1011,138,0.6676572884046719,0.11573861611173618
full_data,138,0.5654613758571503,0.201279796518049
