user,fruit,scenario,pool,model,n_train,n_test,train_auc,train_auc_std,test_auc,test_auc_std,n_val,pos_val,neg_val,val_auc,val_auc_std
ID10,Nectarine,Use,global,dnn,351,18,0.5997008006898223,0.035913881831020227,0.32423818482576805,0.18869999529322132,22,7,15,0.6340191247470364,0.18931434615102727
ID11,Nectarine,Use,global,dnn,351,6,0.5065514230545448,0.036975489451078654,0.5,0.0,9,2,7,0.7554278416347382,0.21357801966197854
ID12,Nectarine,Use,global,dnn,351,6,0.5874725300847468,0.03601595297205017,0.3419145690312738,0.34238302826116634,4,1,3,1.0,0.0
ID13,Nectarine,Use,global,dnn,351,29,0.685639736056879,0.03386122672808238,0.7586300531902739,0.12573068834718623,28,15,13,0.5581436986746913,0.14893485720288582
ID20,Nectarine,Use,global,dnn,351,13,0.4123478506332364,0.03645549090588052,0.02701088865472427,0.056138768093648074,4,0,4,,
ID21,Nectarine,Use,global,dnn,351,19,0.5065514230545448,0.036975489451078654,0.1785188176361697,0.14371077341380573,50,25,25,0.6480283548637135,0.09721955162764156
ID27,Nectarine,Use,global,dnn,351,34,0.6775237782457675,0.03425335631486488,0.5217746967478077,0.12572394026134232,35,15,20,0.6369321954280883,0.13305461911608268
