seed,auc_test_mean,auc_test_std,num_train
42,0.6584077307912124,0.05193314428045767,
123,0.6779577436256452,0.053611846080109334,
456,0.7680092096044587,0.04598102416794616,
789,0.8041906061749701,0.043671050857131286,
1011,0.8299362571798868,0.039566101316498084,
full_data,0.7635177340954624,0.046196728784076546,235.0
