round,Num_Labeled,Total_Data,Pct_Total_Labeled,AUC_Mean_Train,AUC_STD_Train,AUC_Mean_Val,AUC_STD_Val,AUC_Mean,AUC_STD,AP_Test
0,10,2644,0.37821482602118,1.0,3.537464698262028e-18,0.5695327064174371,0.02082197945140854,0.5506140404492252,0.06145684517106101,0.5359032541038896
1,22,2644,0.8320726172465961,1.0,1.5708780941888724e-17,0.5766185595593336,0.02021402434534676,0.5724277304869481,0.06201002703106004,0.530527837921459
2,34,2644,1.285930408472012,0.9134644357382312,0.06213062397534507,0.6234010971877847,0.0213540274969352,0.638558646972097,0.059302934106173176,0.6005481493798719
3,46,2644,1.739788199697428,0.9788130361528012,0.02027011568127504,0.66172506980323,0.02041767861167789,0.780384991327363,0.0488572224793632,0.8219847603605912
4,58,2644,2.1936459909228443,0.9051661137598751,0.048200537643704085,0.6742283297307867,0.02032891537665516,0.7613377871868227,0.051425450507918226,0.8023656581770635
5,70,2644,2.6475037821482603,0.9588868634720281,0.024533159160884582,0.6945491605049064,0.01974207335393362,0.8267641038155711,0.04180554946603907,0.8547001481181606
6,82,2644,3.1013615733736764,0.8043880886067035,0.0582517488538241,0.6947734457106021,0.019396016548215968,0.7880314036601122,0.05031319679177097,0.8522388264256391
7,94,2644,3.5552193645990924,0.931535718965033,0.03034851916497279,0.6767650592242614,0.0195191290876921,0.8442924811247382,0.03931652673508718,0.881947920233741
8,106,2644,4.009077155824508,0.8777773344408727,0.03810559775196346,0.6796351577913162,0.020503628462332023,0.7329752275346852,0.055281577211833716,0.7630272695509559
9,118,2644,4.462934947049924,0.9090177815364248,0.03100161091516405,0.68786760059491,0.019708924401757824,0.791177518865236,0.04953293948146529,0.8384894155301481
10,130,2644,4.9167927382753405,0.9445011815693763,0.02134771260770588,0.6896108519713203,0.01982501915596634,0.811995291041027,0.04677650987054009,0.8478879977607748
11,142,2644,5.3706505295007565,0.9335799111914517,0.024148061306778462,0.6847051173318073,0.020006280557728323,0.8510879121706162,0.03813751871696096,0.8732864161217992
12,154,2644,5.8245083207261725,0.925785661769112,0.026296838793497514,0.6708542597821747,0.02004781900737045,0.81542515703343,0.04477085019243877,0.8488768608007564
13,166,2644,6.278366111951589,0.9333208596379188,0.02312592230083063,0.679303270538915,0.020156422159243775,0.7879130066304663,0.050487323734098456,0.8466495039838033
14,178,2644,6.732223903177005,0.8878135369721257,0.0296444372919592,0.6805785724097734,0.019530859078855285,0.8030580502020224,0.04722570474988393,0.8522460013162318
15,190,2644,7.186081694402421,0.9180063044830638,0.022150522696717957,0.6904104313166044,0.01943408332326144,0.7682849973528346,0.05380273645374438,0.8013491825904294
16,202,2644,7.639939485627837,0.9171644894493826,0.022537602617270776,0.6931286988956958,0.019306655026039003,0.792665197109424,0.04753231609684464,0.7943784796466904
17,214,2644,8.093797276853252,0.912942298771581,0.023414915288346338,0.6838179945385345,0.019499380801899332,0.8133140313909697,0.045860866397966125,0.8005981053242094
18,226,2644,8.547655068078669,0.8451097220475253,0.029843279998670768,0.6877455345918875,0.0191701379681935,0.8179508711123787,0.04383734368720257,0.8260958303246189
19,238,2644,9.001512859304084,0.8832029217480343,0.02592555460560042,0.6939227047141081,0.01940253222535034,0.8290908323051683,0.04284296742813294,0.8399459375282099
20,250,2644,9.4553706505295,0.8995774329658199,0.02352905374190873,0.6966143810666764,0.018819308680947024,0.80488891744461,0.04684201125103576,0.8510484138499874
